VinFast VF 9 Extended Range,123000
Lucid Air Dream Edition P,118000
Lucid Air Dream Edition R,118000
Lucid Air Grand Touring,112000
Mercedes EQS SUV 500 4MATIC,108400
Mercedes EQS SUV 450+,108400
Mercedes EQS SUV 450 4MATIC,108400
Mercedes EQS SUV 580 4MATIC,108400
Mercedes EQS AMG 53 4MATIC+,107800
Mercedes EQS 450 4MATIC,107800
Mercedes EQS 500 4MATIC,107800
Mercedes EQS 450+,107800
Mercedes EQS 580 4MATIC,107800
Polestar 3 Long Range Dual motor,107000
Polestar 3 Long Range Performance,107000
Lotus Eletre,107000
Lotus Eletre R,107000
Volvo EX90 Twin Motor,107000
Volvo EX90 Twin Motor Performance,107000
Audi Q8 e-tron 55 quattro,106000
Audi Q8 e-tron Sportback 55 quattro,106000
Audi SQ8 e-tron,106000
Audi SQ8 e-tron Sportback,106000
BMW iX M60,105200
BMW iX xDrive50,105200
BMW i7 M70 xDrive,101700
BMW i7 xDrive60,101700
Fisker Ocean Ultra,100000
Fisker Ocean Extreme,100000
Fisker Ocean One,100000
Rolls-Royce Spectre,100000
Kia EV9 99.8 kWh RWD,99800
Kia EV9 99.8 kWh AWD,99800
Tesla Model S Dual Motor,95000
Tesla Model S Plaid,95000
Tesla Model X Dual Motor,95000
Tesla Model X Plaid,95000
XPENG G9 RWD Long Range,94000
XPENG G9 AWD Long Range,94000
Polestar 4 Long Range Single Motor,94000
Polestar 4 Long Range Dual Motor,94000
VinFast VF 9 Standard Range,92000
Ford Mustang Mach-E ER RWD,91000
Ford Mustang Mach-E ER AWD,91000
Ford Mustang Mach-E GT,91000
Mercedes EQE 350+,90600
Mercedes EQE AMG 43 4MATIC,90600
Mercedes EQE AMG 53 4MATIC+,90600
Mercedes EQE 350 4MATIC,90600
Mercedes EQE 500 4MATIC,90600
Mercedes EQE SUV 350+,90600
Mercedes EQE SUV 350 4MATIC,90600
Mercedes EQE SUV 500 4MATIC,90600
Mercedes EQE SUV AMG 43 4MATIC,90600
Mercedes EQE SUV AMG 53 4MATIC+,90600
Mercedes EQV 300 Extra-Long,90000
Maxus MIFA 9,90000
Mercedes eVito Tourer Long 90 kWh,90000
Mercedes eVito Tourer Extra-Long 90 kWh,90000
Hongqi E-HS9 99 kWh,90000
Mercedes EQV 300 Long,90000
NIO ET7 100 kWh,90000
NIO ET5 100 kWh,90000
NIO EL7 100 kWh,90000
Mercedes EQE 300,89000
Mercedes EQE 350,89000
Audi Q8 e-tron 50 quattro,89000
Audi Q8 e-tron Sportback 50 quattro,89000
Lucid Air Touring,88000
Lucid Air Pure,88000
VinFast VF 8 Eco Extended Range,87700
VinFast VF 8 Plus Extended Range,87700
Nissan Ariya 87kWh,87000
Nissan Ariya e-4ORCE 87kWh - 225 kW,87000
Nissan Ariya e-4ORCE 87kWh - 290 kW,87000
Volkswagen ID.7 Pro S,86000
Audi e-tron GT RS,85000
Audi e-tron GT quattro,85000
Jaguar I-Pace EV400,84700
BYD TANG,84000
Porsche Taycan GTS,83700
Porsche Taycan GTS Sport Turismo,83700
Porsche Taycan Plus Sport Turismo,83700
Porsche Taycan 4S Plus Sport Turismo,83700
Porsche Taycan Turbo Sport Turismo,83700
Porsche Taycan Turbo S Sport Turismo,83700
Porsche Taycan Turbo S,83700
Porsche Taycan Plus,83700
Porsche Taycan 4S Cross Turismo,83700
Porsche Taycan Turbo Cross Turismo,83700
Porsche Taycan Turbo S Cross Turismo,83700
Porsche Taycan 4 Cross Turismo,83700
Porsche Taycan Turbo,83700
Porsche Taycan 4S Plus,83700
Maserati GranTurismo Folgore,83000
BYD HAN,83000
XPENG P7 RWD Long Range,82700
XPENG P7 AWD Performance,82700
XPENG P7 Wing Edition,82700
Genesis G80 Electrified Luxury,82500
VinFast VF 8 Eco Standard Range,82000
VinFast VF 8 Plus Standard Range,82000
BMW i4 eDrive40,80700
BMW i4 M50,80700
Mercedes EQC 400 4MATIC,80000
Volvo XC40 Recharge Single Motor ER,79000
Volvo XC40 Recharge Twin Motor,79000
Volvo C40 Recharge Single Motor ER,79000
Volvo C40 Recharge Twin Motor,79000
Polestar 2 Long Range Single Motor,78000
Polestar 2 Long Range Dual Motor,78000
Polestar 2 Long Range Performance,78000
Skoda Enyaq iV 80,77000
Skoda Enyaq iV 80x,77000
Skoda Enyaq iV RS,77000
Volkswagen ID.5 Pro,77000
Volkswagen ID.5 Pro Performance,77000
Volkswagen ID.5 GTX,77000
Volkswagen ID.4 Pro Performance,77000
Volkswagen ID.4 GTX,77000
Volkswagen ID.3 Pro S - 4 Seats,77000
Volkswagen ID.7 Pro,77000
Volkswagen ID.4 Pro,77000
Skoda Enyaq Coupe iV 80,77000
Skoda Enyaq Coupe iV 80x,77000
Skoda Enyaq Coupe iV RS,77000
Volkswagen ID. Buzz Pro,77000
Volkswagen ID.4 Pro 4MOTION,77000
CUPRA Born 170 kW - 77 kWh,77000
Audi Q4 Sportback e-tron 45 quattro,76600
Audi Q4 e-tron 40,76600
Audi Q4 e-tron 50 quattro,76600
Audi Q4 Sportback e-tron 50 quattro,76600
Audi Q4 e-tron 45 quattro,76600
Audi Q4 Sportback e-tron 40,76600
Hongqi E-HS9 84 kWh,76500
XPENG G9 RWD Standard Range,75000
Tesla Model 3 Long Range Dual Motor,75000
Tesla Model Y Long Range Dual Motor,75000
Tesla Model 3 Performance,75000
Tesla Model Y Performance,75000
Fisker Ocean Sport,75000
Genesis GV60 Premium,74000
Genesis GV60 Sport,74000
Genesis GV60 Sport Plus,74000
Hyundai IONIQ 5 Long Range 2WD,74000
Hyundai IONIQ 5 Long Range AWD,74000
Hyundai IONIQ 6 Long Range 2WD,74000
Hyundai IONIQ 6 Long Range AWD,74000
Genesis GV70 Electrified Sport,74000
Kia EV6 GT,74000
Kia EV6 Long Range 2WD,74000
Kia EV6 Long Range AWD,74000
BMW iX3,74000
Porsche Taycan Sport Turismo,71000
Porsche Taycan 4S Sport Turismo,71000
Porsche Taycan,71000
BMW iX xDrive40,71000
Porsche Taycan 4S,71000
Mercedes EQA 250+,70500
NIO ET7 75 kWh,70500
Mercedes EQB 250+,70500
NIO ET5 75 kWh,70500
NIO EL7 75 kWh,70500
Ford Mustang Mach-E SR RWD,70000
Ford Mustang Mach-E SR AWD,70000
MG ZS EV Long Range,68300
Citroen e-Jumpy Combi M 75 kWh,68000
Citroen e-Jumpy Combi XL 75 kWh,68000
Citroen e-SpaceTourer M 75 kWh,68000
Citroen e-SpaceTourer XL 75 kWh,68000
Opel Vivaro-e Combi M 75 kWh,68000
Opel Vivaro-e Combi L 75 kWh,68000
Opel Zafira-e Life M 75 kWh,68000
Opel Zafira-e Life L 75 kWh,68000
Peugeot e-Expert Combi Standard 75 kWh,68000
Peugeot e-Expert Combi Long 75 kWh,68000
Peugeot e-Traveller Standard 75 kWh,68000
Peugeot e-Traveller Long 75 kWh,68000
Toyota PROACE Shuttle M 75 kWh,68000
Toyota PROACE Shuttle L 75 kWh,68000
Fiat E-Ulysse L2 75 kWh,68000
Fiat E-Ulysse L3 75 kWh,68000
Toyota PROACE Verso M 75 kWh,68000
Toyota PROACE Verso L 75 kWh,68000
Polestar 2 Standard Range Single Motor,67000
BMW i4 eDrive35,67000
Mercedes EQB 300 4MATIC,66500
Mercedes EQB 250,66500
Mercedes EQA 250,66500
Mercedes EQB 350 4MATIC,66500
Mercedes EQA 300 4MATIC,66500
Mercedes EQA 350 4MATIC,66500
Volvo XC40 Recharge Single Motor,66000
Volvo C40 Recharge Single Motor,66000
Hyundai Kona Electric 65 kWh,65400
MG Marvel R Performance,65000
MG Marvel R,65000
Kia Niro EV,64800
BMW iX1 xDrive30,64700
Toyota bZ4X FWD,64000
Toyota bZ4X AWD,64000
Subaru Solterra AWD,64000
Lexus RZ 450e,64000
Hyundai Kona Electric 64 kWh,64000
Kia e-Soul 64 kWh,64000
Nissan Ariya 63kWh,63000
Smart #1,62000
Smart #1 Brabus,62000
MG MG4 Electric 64 kWh,61700
Mercedes EQV 250 Long,60000
Mercedes EQV 250 Extra-Long,60000
Renault Megane E-Tech EV60 130hp,60000
Mercedes eVito Tourer Long 60 kWh,60000
Mercedes eVito Tourer Extra-Long 60 kWh,60000
Aiways U5,60000
Aiways U6,60000
Renault Megane E-Tech EV60 220hp,60000
BYD ATTO 3,60000
ORA Funky Cat 63 kWh,59300
ORA Funky Cat GT,59300
Nissan Leaf e+,59000
Volkswagen ID.3 Pro,58000
Skoda Enyaq Coupe iV 60,58000
CUPRA Born 150 kW - 58 kWh,58000
CUPRA Born 170 kW - 58 kWh,58000
Skoda Enyaq iV 60,58000
Tesla Model 3,57500
Tesla Model Y,57500
MG MG5 Electric Long Range,57400
SsangYong Korando e-Motion,56000
Hyundai IONIQ 6 Standard Range 2WD,54000
Hyundai IONIQ 5 Standard Range 2WD,54000
Kia EV6 Standard Range 2WD,54000
Audi Q4 Sportback e-tron 35,52000
Volkswagen ID.4 Pure Performance,52000
Renault Zoe ZE50 R110,52000
Audi Q4 e-tron 35,52000
Renault Zoe ZE50 R135,52000
Volkswagen ID.4 Pure,52000
Seres 3,51000
Opel Astra Electric,50800
Opel Astra Sports Tourer Electric,50800
Jeep Avenger Electric 1st Edition,50800
Jeep Avenger Electric,50800
MG MG4 Electric 51 kWh,50800
Peugeot e-308,50800
Peugeot e-308 SW,50800
DS 3 E-Tense,50800
MG ZS EV Standard Range,49000
Hyundai Kona Electric 48 kWh,48400
Peugeot e-208,46300
Opel Combo-e Life 50 kWh,46300
Opel Combo-e Life XL 50 kWh,46300
Citroen e-Berlingo M 50 kWh,46300
Citroen e-Berlingo XL 50 kWh,46300
Peugeot e-2008 SUV,46300
Opel Corsa-e,46300
Opel Mokka-e,46300
Citroen e-C4,46300
Citroen e-Jumpy Combi M 50 kWh,46300
Citroen e-Jumpy Combi XL 50 kWh,46300
Citroen e-SpaceTourer M 50 kWh,46300
Citroen e-SpaceTourer XL 50 kWh,46300
Opel Vivaro-e Combi M 50 kWh,46300
Opel Vivaro-e Combi L 50 kWh,46300
Opel Zafira-e Life M 50 kWh,46300
Opel Zafira-e Life L 50 kWh,46300
Peugeot e-Expert Combi Standard 50 kWh,46300
Peugeot e-Expert Combi Long 50 kWh,46300
Peugeot e-Traveller Standard 50 kWh,46300
Peugeot e-Traveller Long 50 kWh,46300
Toyota PROACE Shuttle M 50 kWh,46300
Toyota PROACE Shuttle L 50 kWh,46300
Citroen e-C4 X,46300
Fiat E-Ulysse L2 50 kWh,46300
Fiat E-Ulysse L3 50 kWh,46300
Peugeot e-Rifter Standard 50 kWh,46300
Peugeot e-Rifter Long 50 kWh,46300
Toyota Proace City Verso Electric L1 50 kWh,46300
Toyota Proace City Verso Electric L2 50 kWh,46300
MG MG5 Electric Standard Range,46000
ORA Funky Cat 48 kWh,45400
Lexus UX 300e,45000
Renault Kangoo E-Tech Electric,44000
Renault Megane E-Tech EV40 130hp,40000
Hyundai Kona Electric 39 kWh,39200
Kia e-Soul 39.2 kWh,39200
Nissan Leaf,39000
JAC iEV7s,39000
Fiat 500e Hatchback 42 kWh,37300
Fiat 500e 3+1 42 kWh,37300
Fiat 500e Cabrio 42 kWh,37300
Abarth 500e Scorpionissima,37300
Volkswagen e-Up!,32299
Mazda MX-30,30000
Mini Cooper SE Convertible,28900
Mini Cooper SE,28900
Honda e Advance,28500
Dacia Spring Electric 65 Extreme,25000
Dacia Spring Electric 45,25000
Fiat 500e Hatchback 24 kWh,21300
